Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,tissue
SRR17894002,27 days,WGS,299,1657440662,PRJNA803765,SAMN25686976,Plant,625596648,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053106,China,Asia,China:Wuhan,Illumina HiSeq 2500,R232,R232,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R232,SRP358511,blade
SRR17894003,27 days,WGS,299,1626937082,PRJNA803765,SAMN25686975,Plant,608474404,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053105,China,Asia,China:Wuhan,Illumina HiSeq 2500,R231,R231,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R231,SRP358511,blade
SRR17894004,27 days,WGS,299,1545886726,PRJNA803765,SAMN25686974,Plant,624675942,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053104,China,Asia,China:Wuhan,Illumina HiSeq 2500,R230,R230,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R230,SRP358511,blade
SRR17894005,27 days,WGS,299,1257023172,PRJNA803765,SAMN25686973,Plant,455089330,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053103,China,Asia,China:Wuhan,Illumina HiSeq 2500,R22,R22,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R22,SRP358511,blade
SRR17894006,27 days,WGS,299,1659077684,PRJNA803765,SAMN25686972,Plant,623318443,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053102,China,Asia,China:Wuhan,Illumina HiSeq 2500,R229,R229,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R229,SRP358511,blade
SRR17894007,27 days,WGS,299,1336568130,PRJNA803765,SAMN25686837,Plant,508832631,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053101,China,Asia,China:Wuhan,Illumina HiSeq 2500,R106,R106,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R106,SRP358511,blade
SRR17894008,27 days,WGS,299,1421526598,PRJNA803765,SAMN25686971,Plant,526736243,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053100,China,Asia,China:Wuhan,Illumina HiSeq 2500,R228,R228,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R228,SRP358511,blade
SRR17894009,27 days,WGS,299,1404298188,PRJNA803765,SAMN25686970,Plant,525848484,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053099,China,Asia,China:Wuhan,Illumina HiSeq 2500,R227,R227,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R227,SRP358511,blade
SRR17894010,27 days,WGS,299,1517656468,PRJNA803765,SAMN25686969,Plant,565929494,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053098,China,Asia,China:Wuhan,Illumina HiSeq 2500,R226,R226,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R226,SRP358511,blade
SRR17894011,27 days,WGS,299,1458999624,PRJNA803765,SAMN25686968,Plant,543039780,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053097,China,Asia,China:Wuhan,Illumina HiSeq 2500,R225,R225,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R225,SRP358511,blade
SRR17894012,27 days,WGS,299,1441030296,PRJNA803765,SAMN25686967,Plant,548722400,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053096,China,Asia,China:Wuhan,Illumina HiSeq 2500,R224,R224,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R224,SRP358511,blade
SRR17894013,27 days,WGS,299,1695404114,PRJNA803765,SAMN25686966,Plant,631577851,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053095,China,Asia,China:Wuhan,Illumina HiSeq 2500,R223,R223,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R223,SRP358511,blade
SRR17894014,27 days,WGS,299,1565575014,PRJNA803765,SAMN25686894,Plant,635983792,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053094,China,Asia,China:Wuhan,Illumina HiSeq 2500,R158,R158,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R158,SRP358511,blade
SRR17894015,27 days,WGS,299,1417895546,PRJNA803765,SAMN25686893,Plant,520150416,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053093,China,Asia,China:Wuhan,Illumina HiSeq 2500,R157,R157,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R157,SRP358511,blade
SRR17894016,27 days,WGS,299,1317083722,PRJNA803765,SAMN25686892,Plant,486440474,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053092,China,Asia,China:Wuhan,Illumina HiSeq 2500,R156,R156,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R156,SRP358511,blade
SRR17894017,27 days,WGS,299,1387746984,PRJNA803765,SAMN25686829,Plant,497748113,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053091,China,Asia,China:Wuhan,Illumina HiSeq 2500,R08,R08,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R08,SRP358511,blade
SRR17894018,27 days,WGS,299,1386551058,PRJNA803765,SAMN25686891,Plant,506572647,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053090,China,Asia,China:Wuhan,Illumina HiSeq 2500,R155,R155,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R155,SRP358511,blade
SRR17894019,27 days,WGS,299,1315694140,PRJNA803765,SAMN25686890,Plant,486323627,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053089,China,Asia,China:Wuhan,Illumina HiSeq 2500,R154,R154,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R154,SRP358511,blade
SRR17894020,27 days,WGS,299,1222931892,PRJNA803765,SAMN25686889,Plant,450813218,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053088,China,Asia,China:Wuhan,Illumina HiSeq 2500,R153,R153,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R153,SRP358511,blade
SRR17894021,27 days,WGS,299,1200079620,PRJNA803765,SAMN25686888,Plant,442492039,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053087,China,Asia,China:Wuhan,Illumina HiSeq 2500,R152,R152,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R152,SRP358511,blade
SRR17894022,27 days,WGS,299,2034286978,PRJNA803765,SAMN25686887,Plant,877858732,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053086,China,Asia,China:Wuhan,Illumina HiSeq 2500,R151,R151,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R151,SRP358511,blade
SRR17894023,27 days,WGS,299,1902744908,PRJNA803765,SAMN25686886,Plant,825490063,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053085,China,Asia,China:Wuhan,Illumina HiSeq 2500,R150,R150,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R150,SRP358511,blade
SRR17894024,27 days,WGS,299,1399873428,PRJNA803765,SAMN25686885,Plant,501953456,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053084,China,Asia,China:Wuhan,Illumina HiSeq 2500,R14,R14,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R14,SRP358511,blade
SRR17894025,27 days,WGS,299,1774627268,PRJNA803765,SAMN25686884,Plant,759233102,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053083,China,Asia,China:Wuhan,Illumina HiSeq 2500,R149,R149,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R149,SRP358511,blade
SRR17894026,27 days,WGS,299,1587972446,PRJNA803765,SAMN25686883,Plant,681424559,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053082,China,Asia,China:Wuhan,Illumina HiSeq 2500,R148,R148,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R148,SRP358511,blade
SRR17894027,27 days,WGS,299,1433801014,PRJNA803765,SAMN25686882,Plant,640385930,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053081,China,Asia,China:Wuhan,Illumina HiSeq 2500,R147,R147,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R147,SRP358511,blade
SRR17894028,27 days,WGS,299,1385264898,PRJNA803765,SAMN25686828,Plant,507012942,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053080,China,Asia,China:Wuhan,Illumina HiSeq 2500,R07,R07,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R07,SRP358511,blade
SRR17894029,27 days,WGS,299,1892217736,PRJNA803765,SAMN25686881,Plant,794297761,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053079,China,Asia,China:Wuhan,Illumina HiSeq 2500,R146,R146,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R146,SRP358511,blade
SRR17894030,27 days,WGS,299,1947018406,PRJNA803765,SAMN25686880,Plant,837843938,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053078,China,Asia,China:Wuhan,Illumina HiSeq 2500,R145,R145,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R145,SRP358511,blade
SRR17894031,27 days,WGS,299,1750574936,PRJNA803765,SAMN25686879,Plant,743133681,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053077,China,Asia,China:Wuhan,Illumina HiSeq 2500,R144,R144,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R144,SRP358511,blade
SRR17894032,27 days,WGS,299,1909204610,PRJNA803765,SAMN25686878,Plant,788484424,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053076,China,Asia,China:Wuhan,Illumina HiSeq 2500,R143,R143,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R143,SRP358511,blade
SRR17894033,27 days,WGS,299,1439917790,PRJNA803765,SAMN25686877,Plant,580948408,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053075,China,Asia,China:Wuhan,Illumina HiSeq 2500,R142,R142,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R142,SRP358511,blade
SRR17894034,27 days,WGS,299,1848990762,PRJNA803765,SAMN25686876,Plant,771122792,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053074,China,Asia,China:Wuhan,Illumina HiSeq 2500,R141,R141,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R141,SRP358511,blade
SRR17894035,27 days,WGS,299,1950288880,PRJNA803765,SAMN25686875,Plant,830185549,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053073,China,Asia,China:Wuhan,Illumina HiSeq 2500,R140,R140,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R140,SRP358511,blade
SRR17894036,27 days,WGS,299,1494104124,PRJNA803765,SAMN25686874,Plant,545653219,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053072,China,Asia,China:Wuhan,Illumina HiSeq 2500,R13,R13,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R13,SRP358511,blade
SRR17894037,27 days,WGS,299,1590394416,PRJNA803765,SAMN25686873,Plant,677108688,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053071,China,Asia,China:Wuhan,Illumina HiSeq 2500,R139,R139,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R139,SRP358511,blade
SRR17894038,27 days,WGS,299,1464188232,PRJNA803765,SAMN25686845,Plant,556965331,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053070,China,Asia,China:Wuhan,Illumina HiSeq 2500,R113,R113,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R113,SRP358511,blade
SRR17894039,27 days,WGS,299,1477810704,PRJNA803765,SAMN25687051,Plant,559736096,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053069,China,Asia,China:Wuhan,Illumina HiSeq 2500,R57,R57,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R57,SRP358511,blade
SRR17894040,27 days,WGS,299,1430266294,PRJNA803765,SAMN25687050,Plant,539410554,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053068,China,Asia,China:Wuhan,Illumina HiSeq 2500,R56,R56,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R56,SRP358511,blade
SRR17894041,27 days,WGS,299,1561249068,PRJNA803765,SAMN25687049,Plant,595626275,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053067,China,Asia,China:Wuhan,Illumina HiSeq 2500,R55,R55,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R55,SRP358511,blade
SRR17894042,27 days,WGS,299,1687446894,PRJNA803765,SAMN25687048,Plant,635711580,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053066,China,Asia,China:Wuhan,Illumina HiSeq 2500,R54,R54,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R54,SRP358511,blade
SRR17894043,27 days,WGS,299,2225042404,PRJNA803765,SAMN25687047,Plant,846957646,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053065,China,Asia,China:Wuhan,Illumina HiSeq 2500,R53,R53,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R53,SRP358511,blade
SRR17894044,27 days,WGS,299,1428658092,PRJNA803765,SAMN25687046,Plant,546544828,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053064,China,Asia,China:Wuhan,Illumina HiSeq 2500,R52,R52,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R52,SRP358511,blade
SRR17894045,27 days,WGS,299,1372538134,PRJNA803765,SAMN25687045,Plant,522280001,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053063,China,Asia,China:Wuhan,Illumina HiSeq 2500,R51,R51,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R51,SRP358511,blade
SRR17894046,27 days,WGS,299,1290817698,PRJNA803765,SAMN25687044,Plant,496322832,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053062,China,Asia,China:Wuhan,Illumina HiSeq 2500,R50,R50,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R50,SRP358511,blade
SRR17894047,27 days,WGS,299,1575558136,PRJNA803765,SAMN25687043,Plant,598443966,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053061,China,Asia,China:Wuhan,Illumina HiSeq 2500,R49,R49,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R49,SRP358511,blade
SRR17894048,27 days,WGS,299,1579776356,PRJNA803765,SAMN25687042,Plant,598833126,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053060,China,Asia,China:Wuhan,Illumina HiSeq 2500,R48,R48,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R48,SRP358511,blade
SRR17894049,27 days,WGS,299,1159922704,PRJNA803765,SAMN25686844,Plant,447175801,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053059,China,Asia,China:Wuhan,Illumina HiSeq 2500,R112,R112,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R112,SRP358511,blade
SRR17894050,27 days,WGS,299,1364819472,PRJNA803765,SAMN25687041,Plant,518596984,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053058,China,Asia,China:Wuhan,Illumina HiSeq 2500,R47,R47,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R47,SRP358511,blade
SRR17894051,27 days,WGS,299,1378398154,PRJNA803765,SAMN25687040,Plant,528235190,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053057,China,Asia,China:Wuhan,Illumina HiSeq 2500,R46,R46,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R46,SRP358511,blade
SRR17894052,27 days,WGS,299,1267883386,PRJNA803765,SAMN25687039,Plant,481709290,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053056,China,Asia,China:Wuhan,Illumina HiSeq 2500,R45,R45,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R45,SRP358511,blade
SRR17894053,27 days,WGS,299,1378911816,PRJNA803765,SAMN25687038,Plant,504668275,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053055,China,Asia,China:Wuhan,Illumina HiSeq 2500,R44,R44,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R44,SRP358511,blade
SRR17894054,27 days,WGS,299,1284965308,PRJNA803765,SAMN25687037,Plant,469861991,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053054,China,Asia,China:Wuhan,Illumina HiSeq 2500,R43,R43,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R43,SRP358511,blade
SRR17894055,27 days,WGS,299,1302651676,PRJNA803765,SAMN25687036,Plant,477759330,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053053,China,Asia,China:Wuhan,Illumina HiSeq 2500,R42,R42,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R42,SRP358511,blade
SRR17894056,27 days,WGS,299,1519796102,PRJNA803765,SAMN25687035,Plant,575093657,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053052,China,Asia,China:Wuhan,Illumina HiSeq 2500,R41,R41,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R41,SRP358511,blade
SRR17894057,27 days,WGS,299,1458707210,PRJNA803765,SAMN25687034,Plant,531537314,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053051,China,Asia,China:Wuhan,Illumina HiSeq 2500,R40,R40,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R40,SRP358511,blade
SRR17894058,27 days,WGS,299,1432558352,PRJNA803765,SAMN25687033,Plant,519440861,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053050,China,Asia,China:Wuhan,Illumina HiSeq 2500,R39,R39,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R39,SRP358511,blade
SRR17894059,27 days,WGS,299,1521882360,PRJNA803765,SAMN25687032,Plant,556716976,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053049,China,Asia,China:Wuhan,Illumina HiSeq 2500,R38,R38,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R38,SRP358511,blade
SRR17894060,27 days,WGS,299,1453320974,PRJNA803765,SAMN25686843,Plant,551470048,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053048,China,Asia,China:Wuhan,Illumina HiSeq 2500,R111,R111,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R111,SRP358511,blade
SRR17894061,27 days,WGS,299,1490107940,PRJNA803765,SAMN25687031,Plant,548294220,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053047,China,Asia,China:Wuhan,Illumina HiSeq 2500,R37,R37,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R37,SRP358511,blade
SRR17894062,27 days,WGS,299,1477923596,PRJNA803765,SAMN25686965,Plant,551250200,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053046,China,Asia,China:Wuhan,Illumina HiSeq 2500,R222,R222,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R222,SRP358511,blade
